zone,groupe,roche,AlphaZone,AlphaGroupe,AlphaRoche,AlphaDescriptRoche,AlphaLabel,nature,type,longueur,largeur,epaisseur,orientation,nom,num Chippendale,nom Bicknell,Notes,LabelSect,X_L2e,Y_L2e,Z,Géographie,Plan,Image
18,1,7@a,XVIII,I,7 ?,7alpha,ZXVIII.GI.R 7 ?,G,D,,,,None,,,,,Fo,1010086.134,1911959.482,2512.13,2,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR7@a copie.gif,D:\Base de donnees\Images\Photos Roches\ZXVIII\ZXVIIIGI\ZXVIIIGIR7@a\P9060145.JPG
18,1,7@b,XVIII,I,7 ?,7beta,ZXVIII.GI.R 7 ?,G,D,,,,None,,,,,Fo,1010081.14,1911988.944,2517.7,2,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR7@b.gif,D:\Base de donnees\Images\Photos Roches\ZXVIII\ZXVIIIGI\ZXVIIIGIR7@b\P9060142.JPG
18,1,8@a,XVIII,I,8 ?,8alpha,ZXVIII.GI.R 8 ?,G,D,,,,None,,,,,Fo,1010075.226,1911940.061,2515.66,2,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR8@a copie.gif,D:\Base de donnees\Images\Photos Roches\ZXVIII\ZXVIIIGI\ZXVIIIGIR8@a\P9060149.JPG
18,1,9@a,XVIII,I,9 ?,9alpha,ZXVIII.GI.R 9 ?,G,D,,,,None,,,,,Fo,1010064.405,1911934.511,2518.39,1,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR9@a copie.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,10@a,XVIII,I,10 ?,10alpha,ZXVIII.GI.R 10 ?,G,D,,,,None,,,,,Fo,1010156.089,1911993.679,2497.14,1,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR10@a.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,10@b,XVIII,I,10 ?,10beta,ZXVIII.GI.R 10 ?,G,D,,,,None,,,,,Fo,1010158.586,1912019.205,2496.48,1,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR10@b copie.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,11@a,XVIII,I,11 ?,11alpha,ZXVIII.GI.R 11 ?,G,D,,,,None,,,,,Fo,1010179.342,1912071.307,2490.92,1,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR11@a.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,12@a,XVIII,I,12 ?,12alpha,ZXVIII.GI.R 12 ?,G,D,,,,None,,,,,Fo,1010203.758,1912077.134,2485.53,1,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR12@a.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,12@b,XVIII,I,12 ?,12beta,ZXVIII.GI.R 12 ?,G,D,,,,None,,,,,Fo,1010204.59,1912072.972,2485.7,1,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR12@b.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,13@a,XVIII,I,13 ?,13alpha,ZXVIII.GI.R 13 ?,G,D,,,,None,,,,,Fo,1010205.7,1912052.995,2487.01,1,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR13@acopie.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,14@a,XVIII,I,14 ?,14alpha,ZXVIII.GI.R 14 ?,G,D,,,,None,,,,,Fo,1010195.386,1912022.427,2487.34,2,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR14@a.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,14@b,XVIII,I,14 ?,14beta,ZXVIII.GI.R 14 ?,G,D,,,,None,,,,,Fo,1010195.487,1912018.095,2487.14,1,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR14@b.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,14@c,XVIII,I,14 ?,14gamma,ZXVIII.GI.R 14 ?,G,D,,,,None,,,,,Fo,1010196.042,1912009.771,2486.72,2,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR14@c.jpg,D:\Base de Donnees\Images\SS_Image.bmp
18,1,15@a,XVIII,I,15 ?,15alpha,ZXVIII.GI.R 15 ?,G,D,,,,None,,,,,Fo,1010223.972,1912074.095,2482.65,1,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR15@a.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,16@a,XVIII,I,16 ?,16alpha,ZXVIII.GI.R 16 ?,G,D,,,,None,,,,,Fo,1010224.269,1912089.251,2480.67,2,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR16@a copie.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,17@a,XVIII,I,17 ?,17alpha,ZXVIII.GI.R 17 ?,G,D,,,,None,Elephant Rock,6.07,Elephant Rock,,Fo,1010241.068,1912159.565,2470.13,2,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR17@a copie.gif,D:\Base de donnees\Images\Photos Roches\ZXVIII\ZXVIIIGI\ZXVIIIGIR17@a\P8150164.JPG
18,1,18@a,XVIII,I,18 ?,18alpha,ZXVIII.GI.R 18 ?,GS,None,,,,None,,,,,Fo,1010021.272,1911741.56,2498.83,1,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR18@a copie.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,18@b,XVIII,I,18 ?,18beta,ZXVIII.GI.R 18 ?,GS,None,,,,None,,,,,Fo,1010026.516,1911750.776,2500.24,9,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR18@b copie.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,19@a,XVIII,I,19 ?,19alpha,ZXVIII.GI.R 19 ?,SG,None,,,,None,,,,,Fo,1010014.932,1911723.901,2491.67,1,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR19@a copie.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,20@a,XVIII,I,20 ?,20alpha,ZXVIII.GI.R 20 ?,S,A,,,,None,,,,,Fo,1010035.592,1911723.61,2486.04,1,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR20@a copie.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,20@b,XVIII,I,20 ?,20beta,ZXVIII.GI.R 20 ?,SG,None,,,,None,,,,,Fo,1010037.964,1911745.085,2493.42,1,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR20@b.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,21@a,XVIII,I,21 ?,21alpha,ZXVIII.GI.R 21 ?,SG,None,,,,None,,,,,Fo,1010054.951,1911707.695,2471.36,1,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR21@a-Fb copie.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,21@b,XVIII,I,21 ?,21beta,ZXVIII.GI.R 21 ?,SG,None,,,,None,,,,,Fo,1010024.524,1911706.042,2479.98,1,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR21@b copie.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,21@c,XVIII,I,21 ?,21gamma,ZXVIII.GI.R 21 ?,SG,None,,,,None,,,,,Fo,1010004.349,1911703.396,2481.11,1,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR21@c.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,22@a,XVIII,I,22 ?,22alpha,ZXVIII.GI.R 22 ?,GS,None,,,,None,,,,,Fo,1010043.179,1911817.12,2510,1,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR22@a copie.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,22@b,XVIII,I,22 ?,22beta,ZXVIII.GI.R 22 ?,SG,None,,,,None,,,,,Fo,1010043.457,1911808.241,2510,1,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR22@b.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,23@a,XVIII,I,23 ?,23alpha,ZXVIII.GI.R 23 ?,SG,None,,,,None,,,,,Fo,1010086.849,1911790.483,2490,1,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR23@a-C1.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,24@a,XVIII,I,24 ?,24alpha,ZXVIII.GI.R 24 ?,GS,None,,,,None,,,,,Fo,1010073.038,1911780.446,2490,2,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR24@a.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,25@a,XVIII,I,25 ?,25alpha,ZXVIII.GI.R 25 ?,SG,None,,,,None,,,,,Fo,1010083.731,1911767.435,2490,1,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR25@a copie.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,25@b,XVIII,I,25 ?,25beta,ZXVIII.GI.R 25 ?,GS,None,,,,None,,,,,Fo,1010058.195,1911768.376,2496.66,1,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR25@b.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,25@c,XVIII,I,25 ?,25gamma,ZXVIII.GI.R 25 ?,SG,None,,,,None,,,,,Fo,1010047.458,1911766.911,2500.91,1,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR25@c copie.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,26@a,XVIII,I,26 ?,26alpha,ZXVIII.GI.R 26 ?,SG,None,,,,None,,,,,Fo,1010087.924,1911755.662,2486.02,2,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR26@a.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,26@b,XVIII,I,26 ?,26beta,ZXVIII.GI.R 26 ?,SG,None,,,,None,,,,,Fo,1010092.918,1911753.442,2483.51,1,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR26@b.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,26@c,XVIII,I,26 ?,26gamma,ZXVIII.GI.R 26 ?,GS,None,,,,None,,,,,Fo,1010089.034,1911746.506,2480.31,1,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR26@c copie.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,27@a,XVIII,I,27 ?,27alpha,ZXVIII.GI.R 27 ?,GS,None,,,,None,,,,,Fo,1010101.007,1911761.935,2483.37,2,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR27@a copie.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,27@b,XVIII,I,27 ?,27beta,ZXVIII.GI.R 27 ?,SG,None,,,,None,,,,,Fo,1010108.22,1911760.825,2480.31,1,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR27@b copie.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,27@c,XVIII,I,27 ?,27gamma,ZXVIII.GI.R 27 ?,SG,None,,,,None,,,,,Fo,1010110.718,1911759.16,2479.28,1,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR27@c.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,27@d,XVIII,I,27 ?,27delta,ZXVIII.GI.R 27 ?,SG,A,,,,None,,,,,Fo,1010118.114,1911718.91,2463.45,1,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR27@d.gif,D:\Base de donnees\Images\Photos Roches\ZXVIII\ZXVIIIGI\ZXVIIIGIR27@d\P8140005.JPG
18,1,28@a,XVIII,I,28 ?,28alpha,ZXVIII.GI.R 28 ?,G,D,,,,NS,Roche de l'archer,6.05,,,Fo,1010106.102,1911822.927,2485.41,5,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR28@a.gif,D:\Base de donnees\Images\Photos Roches\ZXVIII\ZXVIIIGI\ZXVIIIGIR28@a\P9040434.JPG
18,1,29@a,XVIII,I,29 ?,29alpha,ZXVIII.GI.R 29 ?,G,D,,,,None,,,,,Fo,1010110.471,1911824.939,2484.05,2,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR29@a.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,29@b,XVIII,I,29 ?,29beta,ZXVIII.GI.R 29 ?,G,D,,,,None,,,,,Fo,1010112.69,1911823.829,2482.88,1,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR29@b.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,29@c,XVIII,I,29 ?,29gamma,ZXVIII.GI.R 29 ?,G,D,,,,None,,,,,Fo,1010116.575,1911823.552,2481.61,1,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR29@c.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,30@a,XVIII,I,30 ?,30alpha,ZXVIII.GI.R 30 ?,G,D,,,,None,,,,,Fo,1010111.253,1911833.84,2485.8,2,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR30@a.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,31@a,XVIII,I,31 ?,31alpha,ZXVIII.GI.R 31 ?,G,D,,,,None,,,,,Fo,1010115.39,1911812.782,2482.55,1,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR31@a.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,31@b,XVIII,I,31 ?,31beta,ZXVIII.GI.R 31 ?,G,D,,,,None,,,,,Fo,1010114.835,1911808.066,2482.68,1,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR31@b.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,31@c,XVIII,I,31 ?,31gamma,ZXVIII.GI.R 31 ?,G,D,,,,None,,,,,Fo,1010121.494,1911817.499,2480.61,1,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR31@c copie.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,31@d,XVIII,I,31 ?,31delta,ZXVIII.GI.R 31 ?,G,D,,,,None,,,,,Fo,1010123.159,1911821.938,2479.56,1,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR31@d.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,32@a,XVIII,I,32 ?,32alpha,ZXVIII.GI.R 32 ?,G,D,,,,None,,,,,Fo,1010119.552,1911799.742,2480.74,1,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR32@a copie.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,32@b,XVIII,I,32 ?,32beta,ZXVIII.GI.R 32 ?,G,D,,,,None,,,,,Fo,1010125.656,1911800.02,2478.92,1,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR32@b.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,32@c,XVIII,I,32 ?,32gamma,ZXVIII.GI.R 32 ?,G,D,,,,None,,,,,Fo,1010122.742,1911794.689,2479.3,1,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR32@c.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,33@a,XVIII,I,33 ?,33alpha,ZXVIII.GI.R 33 ?,G,D,,,,None,,,,,Fo,1010124.774,1911837.776,2480.76,2,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR33@a.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,34@a,XVIII,I,34 ?,34alpha,ZXVIII.GI.R 34 ?,G,D,,,,None,,,,,Fo,1010148.649,1911826.983,2471.34,1,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR34@a.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,34@b,XVIII,I,34 ?,34beta,ZXVIII.GI.R 34 ?,G,D,,,,None,,,,,Fo,1010150.036,1911819.77,2471.65,1,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR34@b copie.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,35@a,XVIII,I,35 ?,35alpha,ZXVIII.GI.R 35 ?,G,D,,,,None,,,,,Fo,1010140.638,1911779.602,2472.3,1,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR35@a copie.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,36@a,XVIII,I,36 ?,36alpha,ZXVIII.GI.R 36 ?,G,D,,,,None,,,,,Fo,1010143.793,1911762.979,2470,1,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR36@a copie.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,36@b,XVIII,I,36 ?,36beta,ZXVIII.GI.R 36 ?,G,D,,,,None,,,,,Fo,1010117.338,1911768.114,2477.95,1,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR36@b.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,36@c,XVIII,I,36 ?,36gamma,ZXVIII.GI.R 36 ?,G,D,,,,None,,,,,Fo,1010143.238,1911755.21,2470,1,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR36@c copie.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,37@a,XVIII,I,37 ?,37alpha,ZXVIII.GI.R 37 ?,G,D,,,,None,,,,,Fo,1010156.613,1911766.356,2467.95,2,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR37@a.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,37@b,XVIII,I,37 ?,37beta,ZXVIII.GI.R 37 ?,G,D,,,,None,,,,,Fo,1010161.272,1911760.481,2466.86,1,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR37@b.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,38@a,XVIII,I,38 ?,38alpha,ZXVIII.GI.R 38 ?,G,D,,,,None,,,,,Fo,1010159.885,1911767.695,2467.04,2,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR38@a.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,38@b,XVIII,I,38 ?,38beta,ZXVIII.GI.R 38 ?,G,D,,,,None,,,,,Fo,1010162.983,1911769.535,2466.07,2,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR38@b copie.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,38@c,XVIII,I,38 ?,38gamma,ZXVIII.GI.R 38 ?,G,D,,,,None,,,,,Fo,1010170.151,1911772.412,2463.61,1,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR38@c.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,39@a,XVIII,I,39 ?,39alpha,ZXVIII.GI.R 39 ?,G,D,,,,None,,,,,Fo,1010173.426,1911780.47,2463.15,2,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR39@a.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,39@b,XVIII,I,39 ?,39beta,ZXVIII.GI.R 39 ?,G,D,,,,None,,,,,Fo,1010168.057,1911794.599,2465.76,1,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR39@b copie.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,39@c,XVIII,I,39 ?,39gamma,ZXVIII.GI.R 39 ?,G,D,,,,None,,,,,Fo,1010181.375,1911795.153,2461.71,1,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR39@c copie.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,40@a,XVIII,I,40 ?,40alpha,ZXVIII.GI.R 40 ?,G,D,,,,None,,,,,Fo,1010159.178,1911794.321,2468.1,1,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR40@a.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,40@b,XVIII,I,40 ?,40beta,ZXVIII.GI.R 40 ?,G,D,,,,None,,,,,Fo,1010159.605,1911810.503,2468.63,2,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR40@b.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,40@c,XVIII,I,40 ?,40gamma,ZXVIII.GI.R 40 ?,G,D,,,,None,,,,,Fo,1010153.088,1911821.157,2470.36,2,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR40@c.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,41@a,XVIII,I,41 ?,41alpha,ZXVIII.GI.R 41 ?,G,D,,,,None,,,,,Fo,1010176.963,1911818.233,2463.39,1,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR41@a.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,41@b,XVIII,I,41 ?,41beta,ZXVIII.GI.R 41 ?,G,D,,,,None,,,,,Fo,1010178.072,1911821.839,2462.38,2,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR41@b.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,41@c,XVIII,I,41 ?,41gamma,ZXVIII.GI.R 41 ?,G,D,,,,None,,,,,Fo,1010173.201,1911829.079,2463.86,2,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR41@c.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,41@d,XVIII,I,41 ?,41delta,ZXVIII.GI.R 41 ?,G,D,,,,None,,,,,Fo,1010178.457,1911833.406,2462.51,1,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR41@d copie.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,42@a,XVIII,I,42 ?,42alpha,ZXVIII.GI.R 42 ?,G,D,,,,None,,,,,Fo,1010180.677,1911838.4,2462.37,1,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR42@a.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,42@b,XVIII,I,42 ?,42beta,ZXVIII.GI.R 42 ?,SG,None,,,,None,,,,,Fo,1010190.265,1911836.987,2458.57,1,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR42@b.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,42@c,XVIII,I,42 ?,42gamma,ZXVIII.GI.R 42 ?,SG,None,,,,None,,,,,Fo,1010173.463,1911838.4,2464.95,1,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR42@c.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,43@a,XVIII,I,43 ?,43alpha,ZXVIII.GI.R 43 ?,SG,None,,,,None,,,,,Fo,1010179.012,1911842.007,2463.59,1,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR43@a-Fa.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,43@b,XVIII,I,43 ?,43beta,ZXVIII.GI.R 43 ?,SG,None,,,,None,,,,,Fo,1010173.463,1911842.839,2465.55,2,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR43@b.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,43@c,XVIII,I,43 ?,43gamma,ZXVIII.GI.R 43 ?,SG,None,,,,None,,,,,Fo,1010165.971,1911843.963,2468.62,1,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR43@c.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,43@d,XVIII,I,43 ?,43delta,ZXVIII.GI.R 43 ?,SG,None,,,,None,,,,,Fo,1010156.26,1911842.021,2470,1,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR43@d.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,44@a,XVIII,I,44 ?,44alpha,ZXVIII.GI.R 44 ?,SG,None,,,,None,,,,,Fo,1010198.478,1911815.659,2457.32,1,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR44@a.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,45@a,XVIII,I,45 ?,45alpha,ZXVIII.GI.R 45 ?,SG,None,,,,None,,,,,Fo,1010221.655,1911824.03,2450.26,1,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR45@a-Fb copie.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,46@a,XVIII,I,46 ?,46alpha,ZXVIII.GI.R 46 ?,SG,None,,,,None,,,,,Fo,1010219.158,1911829.857,2450,1,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR46@a.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,47@a,XVIII,I,47 ?,47alpha,ZXVIII.GI.R 47 ?,SG,None,,,,None,,,,,Fo,1010211.577,1911812.807,2453.44,2,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR47@a (carre01) copie.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,47@b,XVIII,I,47 ?,47beta,ZXVIII.GI.R 47 ?,SG,None,,,,None,,,,,Fo,1010222.09,1911810.5,2450.11,1,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR47@b.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,48@a,XVIII,I,48 ?,48alpha,ZXVIII.GI.R 48 ?,SG,None,,,,None,,,,,Fo,1010221.535,1911801.621,2450.14,1,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR48@a.gif,D:\Base de Donnees\Images\SS_Image.bmp
18,1,49@a,XVIII,I,49 ?,49alpha,ZXVIII.GI.R 49 ?,SG,None,,,,None,,,,,Fo,1010209.58,1911787.819,2453.28,2,D:\Base de Donnees\Images\Images Faces\ZXVIII\ZXVIIIGI\ZXVIIIGIR49@a.gif,D:\Base de Donnees\Images\SS_Image.bmp
